st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
12,FL,Florida,2010,83.629234,83.362564,85.808624,85.585869,87.774567,87.616257,88.356758,88.299019,76.528091,76.419235,81.032501,80.905663,83.470833,83.406639,86.619118,86.6436,.32256487,.33483717,.41857129,.42456567,.42853433,.43349805,.54632193,.53968728,.27548122,.27699798,.37949315,.37746155,.45552054,.45253956,.51227021,.50425738,881067,744698,609800,542103,846517,687062,564277,516651
12,FL,Florida,2011,83.633766,83.36425,85.904518,85.679214,87.612267,87.448975,89.137985,89.067909,77.171135,77.049324,81.222221,81.086342,83.726753,83.665466,88.094849,88.08419,.31772956,.33613995,.41697061,.42500409,.45005143,.452914,.49557307,.49282423,.27718094,.28868985,.38247457,.38602594,.48426118,.48205853,.39929217,.38946152,893180,742646,604949,534284,852713,678098,559942,508306
12,FL,Florida,2012,83.338951,83.053047,85.604607,85.34539,87.408836,87.227631,89.658279,89.577232,76.31778,76.193176,79.830215,79.686806,83.016151,82.941101,86.191757,86.218597,.31009048,.33432195,.37412083,.38497424,.45600441,.46270549,.46811146,.46936277,.26922274,.27375081,.38122925,.38757053,.4903132,.48812845,.53562522,.52927363,930315,767462,606522,523750,898603,704134,561214,498887
12,FL,Florida,2013,82.313988,82.014236,84.638519,84.364677,87.887672,87.697205,89.307877,89.210564,76.21225,76.066231,79.122131,78.972046,83.78257,83.690033,87.034485,87.046494,.32630655,.34188846,.39869186,.41224101,.44464862,.45269448,.47068518,.47109887,.26458842,.27213234,.39124426,.39199522,.51382983,.50876468,.54107589,.53115106,945942,785489,601462,511483,919193,720046,554525,487250
12,FL,Florida,2014,83.711105,83.396194,86.046112,85.773033,87.407684,87.206161,88.492142,88.401527,77.942284,77.744225,80.522133,80.345566,84.248032,84.137558,85.951057,85.973938,.35827506,.38127056,.41176173,.42586616,.5198952,.52853286,.61375159,.61301404,.29382277,.30257466,.42992544,.43588167,.5198645,.51921654,.62905556,.61586577,890424,741620,576376,468556,862049,660555,526094,452109
13,GA,Georgia,2001,81.469582,82.236259,83.908409,84.316208,85.324425,85.59404,86.922585,87.102058,73.360863,74.336891,78.745262,79.275681,82.429359,82.767349,83.268448,83.553917,.62353987,.61916721,.72858143,.71413225,.87825376,.86019146,.99407095,.96860147,.43792304,.451112,.65165585,.64005786,.73044819,.71336889,.85136753,.82983154,303107,278680,262917,277724,264706,263906,251867,272921
13,GA,Georgia,2002,81.624405,82.400642,82.822899,83.258797,85.728355,85.985939,88.422997,88.56102,73.678421,74.679604,79.099113,79.636673,80.627548,80.996857,83.952141,84.218719,.60722506,.5982362,.74901432,.73216474,.82861984,.81169534,.80051512,.78250247,.43063611,.44273397,.60712326,.59822315,.75815314,.74175543,.94296843,.92125493,321725,289432,271900,281745,276875,273373,260662,277271
13,GA,Georgia,2003,80.930611,81.753998,82.4076,82.855064,84.388481,84.681564,87.831085,87.976822,74.328392,75.316551,78.943146,79.475021,82.342293,82.677635,84.615425,84.863159,.5842939,.58434039,.76598179,.75271899,.81446344,.79782468,.89516801,.87493849,.44058636,.44728953,.6314007,.62283742,.72960997,.71579337,.82689953,.80452335,331306,296481,279615,290792,285485,277867,266725,285664
13,GA,Georgia,2004,81.964874,82.763451,84.017609,84.428246,85.173065,85.438011,88.81382,88.931923,73.784325,74.796227,79.851418,80.386765,82.082993,82.430374,85.114693,85.35247,.55136061,.54549307,.65952063,.64800453,.85843408,.84113395,.72795081,.71149629,.40646583,.41886273,.59413975,.58328182,.73824233,.72603607,.81682527,.79584527,341827,305669,286274,296475,293930,285626,272101,290408
13,GA,Georgia,2005,82.358978,83.154037,83.632286,84.051025,86.577286,86.801033,88.31102,88.434448,74.436279,75.44529,79.679955,80.223724,83.043472,83.368843,85.284271,85.518326,.5592404,.5492748,.71628267,.70401788,.74337918,.72841585,.77489096,.75999737,.41561109,.42660317,.59564537,.58874911,.7007699,.68621898,.78666693,.76461363,350232,314325,294015,299999,300483,293150,278984,293556
13,GA,Georgia,2006,82.306229,83.106583,85.193207,85.58287,86.256119,86.485542,88.246292,88.366051,75.714966,76.708374,79.606194,80.155296,83.710609,84.02124,86.971413,87.159721,.52838302,.52226889,.62719721,.61467284,.77866191,.76413488,.86821467,.85083318,.45356661,.46276957,.59455377,.59066933,.66362888,.64859527,.62435955,.6080792,362789,324269,299210,305164,310181,302177,284748,298078
13,GA,Georgia,2007,83.288116,84.06546,86.95816,87.292412,87.715019,87.911491,89.532913,89.624985,76.263718,77.245537,80.29319,80.839478,82.923889,83.257515,85.414307,85.655785,.5187633,.51005918,.55970287,.54837698,.65713155,.64578277,.67127597,.65813935,.45335513,.45900008,.61212695,.60338956,.75968695,.74608094,.78884149,.76585698,379327,333338,306510,311209,322398,310013,290947,303465
13,GA,Georgia,2008,82.632072,83.501587,85.487709,85.900261,86.633179,86.87413,88.064728,88.187889,75.878036,76.936897,79.756981,80.338928,80.738937,81.129517,86.510963,86.728775,.51954663,.50858307,.5712831,.55681062,.62213552,.60915577,.76574814,.75004095,.43563706,.44160399,.60320151,.59342736,.75873959,.74434859,.72067785,.69999796,393708,342080,311360,316764,333162,318158,294958,308384
13,GA,Georgia,2009,81.009941,81.959061,85.351212,85.774185,87.633881,87.855614,89.368195,89.46904,75.369308,76.459801,79.320488,79.934441,83.114761,83.473236,85.448845,85.713104,.53090245,.52796572,.64541095,.62702721,.60848534,.59365284,.68052894,.66759819,.40733269,.42158869,.59503484,.58816987,.69428045,.67799246,.84319234,.81786752,410803,353433,319385,320804,350235,327228,300893,311441
13,GA,Georgia,2010,81.594559,82.582787,85.157982,85.62735,86.894653,87.149704,88.697662,88.816467,74.926353,76.055786,79.413841,80.061035,82.71386,83.095436,85.665848,85.928612,.49767339,.49191871,.56990349,.55532485,.63757646,.62344593,.73511553,.72000867,.38873249,.39741445,.56505364,.55704749,.68756449,.67321211,.7732932,.74904072,418325,357283,321274,316097,358565,329708,300624,305945
13,GA,Georgia,2011,82.195488,83.183357,86.301842,86.743446,87.588097,87.825981,88.200027,88.333351,74.841499,75.991394,79.938286,80.595741,83.318222,83.694473,86.282227,86.530754,.45607245,.45354185,.52672428,.50931799,.60681009,.5930956,.78033632,.76588434,.38665682,.40431225,.56296945,.55533403,.68616968,.66911471,.73079324,.70765305,424086,356972,323643,313975,364836,327922,302714,302323
13,GA,Georgia,2012,81.420891,82.480919,85.917297,86.384995,87.592583,87.836845,89.161835,89.270226,74.553581,75.733376,79.268097,79.951134,83.220078,83.602478,85.748253,86.018692,.46372274,.46553355,.53043425,.51252133,.62728578,.60980791,.75390297,.73921692,.3689537,.38296518,.56611073,.55837083,.72401398,.70635146,.82188916,.79438895,435016,361702,323771,312775,381337,333422,302440,301129
13,GA,Georgia,2013,81.548309,82.605637,84.735519,85.259796,87.795425,88.036232,89.642548,89.737465,74.053757,75.22467,79.395622,80.088959,83.294571,83.674805,85.324249,85.607964,.48179278,.47353074,.56828451,.5511288,.5880788,.57064253,.65066463,.6399436,.36636642,.38846365,.54521817,.53611588,.70115924,.68521631,.82206708,.79504317,435556,367334,322626,310095,385996,341655,300297,298408
13,GA,Georgia,2014,83.308357,84.267395,85.365204,85.851357,86.938606,87.194611,90.008621,90.092659,75.265968,76.420616,79.714691,80.391808,83.695045,84.063469,86.409836,86.660072,.46988997,.46096325,.58634448,.57099158,.70331526,.68745726,.56714606,.55779362,.42330772,.43332094,.59968102,.59231859,.68768263,.66949999,.77233571,.74537152,417261,357887,311994,291783,364379,327725,287593,281766
15,HI,Hawaii,2001,79.086563,76.11235,84.710365,81.326492,85.720398,82.203781,87.027969,83.729507,78.900002,76.986839,81.804161,79.884071,83.512917,81.656471,87.51812,86.157166,1.9652792,1.7854732,2.0852687,2.3281875,1.9569283,2.3324094,2.5124621,2.9088545,1.4912919,1.502555,1.6749629,1.7395107,1.8388269,1.9202652,1.57003,1.7764516,38796,45069,44014,43576,39198,43813,44973,41244
15,HI,Hawaii,2002,84.47123,81.613304,84.637489,81.309898,82.904442,79.390793,89.050217,86.378792,76.026474,74.311981,79.397903,77.619446,82.390091,80.639214,87.737755,86.465538,1.7589189,2.0120993,1.9393766,2.1899085,2.4701805,2.3947108,2.2880571,2.8828177,1.3629568,1.3027009,1.729676,1.702576,2.0550418,2.0979447,1.5848658,1.7879623,41487,46721,45473,43310,41642,45617,46457,41124
15,HI,Hawaii,2003,83.805222,80.947815,85.194084,82.025368,86.602585,83.386963,88.214096,85.31575,78.74395,76.914001,80.507683,78.779869,83.655785,81.961586,83.991371,82.488007,1.676648,1.8830932,1.8970234,2.1741831,2.2009692,2.57512,2.6430838,3.1430905,1.2994348,1.3258152,1.7595662,1.7613393,1.8841056,1.9913967,2.3988302,2.4616659,43758,48190,46956,42924,43022,47368,48103,40553
15,HI,Hawaii,2004,84.002701,81.220985,86.120895,83.159775,88.480988,85.869919,91.927315,90.803589,78.026321,76.225395,83.454735,81.851509,86.488632,85.008659,87.427567,86.149712,1.7746427,1.9815902,1.7805611,2.1393738,1.582507,2.1424785,.69922972,1.1080143,1.2592443,1.2553538,1.6383488,1.708624,1.3971938,1.5676891,1.4637163,1.6435339,43913,48906,48241,44778,43636,47947,49675,42605
15,HI,Hawaii,2005,83.487335,80.68364,82.502342,79.222771,85.200516,81.87999,86.733025,83.554543,79.471222,77.747032,82.550179,80.784554,82.671272,81.054512,86.103523,84.754639,1.6492877,1.8446709,1.9627676,1.9989661,2.4354093,2.5619643,2.4651344,2.7621191,1.2617319,1.2981886,1.401772,1.4866846,1.9139189,1.9575893,1.87201,2.0245512,44019,49605,49272,46524,43136,48623,50646,44394
15,HI,Hawaii,2006,85.300728,82.791039,87.02224,84.384354,87.062691,84.044746,89.845528,87.638557,76.467155,74.95932,82.093788,80.435371,83.528534,81.93956,86.327065,85.109093,1.4212407,1.6835127,1.3868806,1.7989631,2.1307485,2.5186481,1.6072164,2.2020919,1.2962207,1.2508243,1.4694209,1.5358833,1.8304843,1.9249957,2.2622294,2.3936241,45045,50824,49984,47900,44580,49183,51720,45825
15,HI,Hawaii,2007,87.124779,85.012299,87.880798,85.495865,88.483215,85.910599,89.73175,87.533897,79.984383,78.38662,81.173538,79.54734,85.256584,83.737862,87.294037,86.088318,1.3464562,1.6874479,1.248114,1.6657984,1.7093929,2.2380264,1.4586467,2.0455046,1.2798581,1.3058902,1.6591891,1.6889443,1.5099471,1.6501366,1.6853222,1.8368813,44164,51716,51058,48816,43880,49876,52719,46470
15,HI,Hawaii,2008,86.541328,84.303024,85.782814,82.888641,88.038666,85.323601,87.516533,84.570457,79.895645,78.14537,82.132187,80.523666,81.638634,80.005875,86.272713,84.949165,1.4001809,1.7152946,1.970258,2.2609339,1.8509145,2.3302467,2.2613125,2.6685233,1.0931722,1.132297,1.5566802,1.6100683,1.7348578,1.747722,1.7489665,1.8862361,44484,52653,52289,48088,44650,50832,53751,45442
15,HI,Hawaii,2009,84.497223,81.942032,89.220947,87.272049,85.353195,82.146156,87.934547,85.114914,79.392105,77.717491,79.747101,78.058128,84.599434,83.124603,83.484512,82.046753,1.5421623,1.7603445,1.0418538,1.4695612,2.2381315,2.4550748,2.0640633,2.5375872,1.1982483,1.23129,1.4617065,1.4657825,1.8617208,1.9906712,2.238102,2.2791159,44371,53822,53890,48833,44895,51574,55254,46153
15,HI,Hawaii,2010,85.43927,83.034256,86.209702,83.427109,86.675949,83.673378,85.807243,82.656334,81.446335,79.777763,82.443771,80.731453,86.5075,85.102715,86.857689,85.650261,1.5203654,1.7842702,1.6696235,1.9706497,2.1105742,2.4383421,2.5952861,2.7361698,1.0712389,1.1230785,1.3428936,1.4073559,1.3667446,1.5160674,2.0762436,2.2314401,44155,54424,53792,48038,44482,52223,55014,45417
15,HI,Hawaii,2011,87.977966,86.138336,90.647446,89.296783,85.548378,82.365814,87.621254,84.737595,78.247261,76.652122,85.533516,84.023399,87.223763,85.86351,85.88163,84.535179,1.069068,1.3782184,.72730768,1.0444952,1.9440944,2.2196202,2.1551294,2.6099274,1.2584294,1.2452668,1.050758,1.1712103,1.2208788,1.3800722,2.0751307,2.2021937,43570,54026,53171,48307,43341,52154,54494,45591
15,HI,Hawaii,2012,85.460953,83.089531,88.068062,85.800926,90.209221,88.360306,89.353668,87.008179,80.575462,78.930908,81.728088,80.057945,86.460503,85.022423,86.412163,85.099182,1.4304219,1.6925249,1.1518916,1.5221534,1.1455128,1.6472981,1.8090159,2.3990498,1.200366,1.221191,1.5133483,1.5469477,1.4540997,1.6116233,2.0020447,2.1412582,44401,54494,52887,47064,44042,52512,54204,44497
15,HI,Hawaii,2013,86.867928,84.792061,87.044754,84.450203,88.20446,85.574821,92.063164,90.911995,80.449516,78.780182,83.452461,81.840942,86.009377,84.48761,84.730835,83.293297,1.1418359,1.4319227,1.6672251,2.0195608,1.9284998,2.3614616,1.1098891,1.6662962,1.2446305,1.2819133,1.4682658,1.5422722,1.5370009,1.698632,2.3262155,2.4186001,44524,54665,53194,46980,45452,52319,53989,44051
15,HI,Hawaii,2014,84.559464,82.050446,86.329491,83.587837,91.205315,89.829994,87.298347,84.357605,78.324402,76.633049,83.256607,81.607002,85.453476,83.872818,86.939041,85.60659,1.4009409,1.6228969,1.6882793,1.9678432,.81337965,1.2123489,2.8932126,3.2331054,1.2505754,1.238,1.4950885,1.5662391,1.623405,1.774922,1.8781219,2.0607636,43049,54050,51006,44158,44860,51029,52573,40883
16,ID,Idaho,2001,84.32312,84.47348,83.210869,83.553391,86.314728,86.539993,87.790649,87.987335,76.000923,76.29921,82.651245,82.918282,83.006905,83.283127,86.858452,87.042732,1.4740752,1.4100783,2.207994,2.1370869,2.0290382,1.9502962,2.7887962,2.6939197,1.2554419,1.2383268,1.6060361,1.5540847,1.8260548,1.7757758,2.2078023,2.1330924,44373,50027,48771,33785,44686,53474,47915,31680
16,ID,Idaho,2002,83.13665,83.397392,84.639534,84.893074,89.500862,89.592453,85.942924,86.177361,79.360168,79.56617,84.049797,84.259277,86.023712,86.197914,86.593933,86.777985,1.7663257,1.6974989,1.9017296,1.825104,1.3150188,1.2630627,2.6134131,2.5255511,1.2480317,1.2055205,1.3984624,1.3457172,1.4480834,1.3998384,2.1435771,2.0721426,45995,51841,50051,34716,45901,55006,48962,32866
16,ID,Idaho,2003,82.052803,82.308365,88.024864,88.115875,85.831383,86.077682,89.095833,89.245171,79.462936,79.669594,81.776077,82.032341,85.098198,85.310692,80.577278,80.923035,1.5266495,1.4663984,1.2391149,1.1840554,2.0942323,2.0147014,2.6677446,2.5709546,1.2332495,1.1944082,1.4431573,1.3992631,1.5830711,1.5296897,2.4309032,2.3981447,47549,52941,51827,34796,46966,55958,50999,32670
16,ID,Idaho,2004,82.68811,82.939735,86.870621,87.041367,86.521309,86.739616,83.756111,84.088646,78.611557,78.840317,84.381851,84.573395,86.793007,86.933578,87.802689,87.961586,1.5900773,1.5251688,1.5321001,1.4634851,1.9198008,1.8463663,3.2363188,3.1661258,1.2110205,1.1774831,1.3133734,1.2668594,1.2779443,1.2300711,2.1141961,2.0405188,48733,54689,52720,35204,47942,57644,51547,33241
16,ID,Idaho,2005,85.207901,85.378426,87.971619,88.076294,86.629906,86.852272,89.901672,90.002678,78.495064,78.742378,84.690262,84.851212,87.087303,87.226883,85.62809,85.8461,1.438592,1.3707116,1.2623459,1.2068282,2.0600386,1.9821075,2.1840012,2.1056585,1.2594917,1.2294353,1.1870189,1.1437345,1.2728542,1.2250679,2.2964742,2.2260237,50285,55744,54096,35976,48764,58441,52802,33733
16,ID,Idaho,2006,85.344467,85.451355,87.988846,88.117004,88.452904,88.589714,90.553108,90.615105,79.384216,79.604546,82.718597,82.967415,86.407196,86.596176,89.289696,89.4011,1.1947693,1.1373749,1.3379428,1.2758571,1.593277,1.5266061,1.7580736,1.6942831,1.2037389,1.1636376,1.3922913,1.3418497,1.6737343,1.6152948,1.7614068,1.69705,50502,56878,55176,37648,48965,59280,53888,35573
16,ID,Idaho,2007,81.857445,82.182579,87.174294,87.309334,90.017212,90.084724,89.538475,89.64901,79.220398,79.420387,82.528008,82.80127,84.147827,84.408669,87.998444,88.120125,1.6370604,1.5711459,1.362022,1.2989382,1.1224457,1.0759486,2.1569083,2.0782163,1.1961733,1.1587336,1.527491,1.4793211,1.7929538,1.7380817,1.5734264,1.5175,51043,57631,56449,39941,49430,60294,55113,37899
16,ID,Idaho,2008,83.793129,83.976547,87.164391,87.308723,86.744026,86.947662,90.589905,90.67524,80.757835,80.869247,81.18409,81.490547,85.09243,85.309616,88.823631,88.903008,1.3557086,1.2854804,1.3571471,1.2929469,1.8227772,1.7497119,2.2280674,2.1491578,1.0925102,1.0517669,1.4655517,1.4243809,1.7196618,1.6656679,1.22843,1.183476,51366,58697,57889,41013,49634,61183,56525,38955
16,ID,Idaho,2009,81.798775,82.018387,86.951538,87.115829,88.534241,88.658546,89.836281,89.920013,75.879578,76.115845,82.583817,82.81044,87.271851,87.40345,88.220078,88.318329,1.2785494,1.2184126,1.2860138,1.2219311,1.3762976,1.3193095,1.7911969,1.7299508,1.0658752,1.0495136,1.2866668,1.2426339,1.24324,1.196821,1.4415652,1.3906,52804,60030,60369,41485,50919,62712,58673,39336
16,ID,Idaho,2010,83.06945,83.323418,85.95771,86.153702,88.617538,88.7854,85.044098,85.333191,79.19603,79.33432,83.097198,83.30806,84.512367,84.753822,90.653122,90.680046,1.4446706,1.3774736,1.4537081,1.3863534,1.8887453,1.8107843,3.4061773,3.3285747,1.0304298,.99394178,1.2707819,1.2246317,1.7044766,1.6523502,.84352344,.81497937,53559,60370,60341,39564,51829,62613,58617,37255
16,ID,Idaho,2011,85.520592,85.64711,85.682564,85.904526,86.861557,87.06546,92.635323,92.631683,78.80957,78.978706,81.9534,82.199768,85.123589,85.329308,90.409119,90.45488,1.2373108,1.1728595,1.5486791,1.4761001,1.809967,1.737354,.65311182,.63433415,1.0824441,1.049137,1.3685876,1.3243479,1.4276793,1.3763583,1.1682392,1.1259593,54062,60052,59416,39263,52010,61675,58128,36822
16,ID,Idaho,2012,86.667923,86.744919,89.049324,89.109238,87.413002,87.601799,85.138275,85.39682,78.773827,78.939384,81.745827,81.998497,86.518372,86.662926,87.166367,87.325974,1.1206009,1.0573279,.98918885,.94039464,1.7864935,1.710349,3.1456969,3.0656114,1.0484623,1.0170246,1.3202423,1.2811967,1.2248751,1.1779077,2.0447195,1.9760298,53423,60062,59610,39332,51215,61656,58167,37083
16,ID,Idaho,2013,83.239922,83.407494,86.625481,86.786095,89.987114,90.065468,89.749062,89.838692,76.137009,76.311226,82.747063,82.945633,85.425636,85.597984,87.94725,88.057076,1.2631229,1.2014306,1.4156338,1.3470079,1.2273954,1.1735722,2.0248535,1.9534837,.98496538,.96681964,1.2067536,1.165109,1.4204342,1.3710093,1.6021457,1.5456479,54206,59828,60041,39421,53749,61786,58328,36738
16,ID,Idaho,2014,84.096855,84.268059,87.200897,87.313911,89.753815,89.831703,84.830597,85.063614,78.832138,78.91494,83.465561,83.645866,85.125748,85.339401,90.912766,90.93512,1.36466,1.2983954,1.2171932,1.1605997,1.2308351,1.1796376,2.7564332,2.6801229,1.02083,.98741448,1.3152781,1.2708896,1.8080878,1.7516819,.9798792,.94567573,52779,56490,57913,39734,52461,59474,56647,36249
17,IL,Illinois,2001,80.189034,80.597969,82.667458,82.928551,83.742722,83.927521,84.937675,84.925552,75.602654,76.03727,78.091293,78.371292,80.4562,80.668121,83.794418,83.83036,.57379669,.56226939,.63896823,.62027532,.67964,.66012013,.78181112,.76630539,.43396047,.42916763,.51902223,.5104689,.58619756,.57439578,.66128254,.65110743,352320,412993,463589,523333,327784,391708,456413,506752
17,IL,Illinois,2002,81.861084,82.214584,81.785606,82.060532,84.843193,84.977081,84.310654,84.288437,74.957344,75.388329,79.13485,79.387474,80.415627,80.625801,83.275749,83.308655,.53444159,.5215866,.64518386,.62728846,.64983726,.63356131,.81446391,.79924941,.41353664,.41266683,.51156461,.50184083,.58686036,.57508147,.64293933,.63433915,366353,424833,471117,522782,341057,403193,462414,506146
17,IL,Illinois,2003,81.657494,82.007622,83.677055,83.893005,85.146599,85.266403,85.996826,85.935226,75.33931,75.752602,78.65506,78.911957,82.305046,82.469711,83.868156,83.89196,.55921185,.55079627,.6043216,.58746934,.64214134,.62615794,.73159176,.72352189,.41463357,.41092911,.49486423,.48636773,.58978039,.57618892,.6434018,.63240743,375076,433057,477545,525851,350812,408356,468061,509244
17,IL,Illinois,2004,81.971344,82.312263,82.893112,83.13131,84.034554,84.180519,86.063957,85.989273,75.827545,76.23336,79.142792,79.389816,82.495712,82.650795,83.267204,83.294861,.51007921,.49968666,.66097999,.64183879,.69519156,.67739022,.73348266,.72649568,.42135957,.41865677,.52260303,.51256716,.5714184,.55854058,.634211,.62218881,381689,438391,484732,528713,355310,413597,473602,511090
17,IL,Illinois,2005,81.567581,81.915947,84.047867,84.246597,84.971512,85.085098,87.447578,87.34861,75.611366,76.009506,79.693062,79.923561,83.326775,83.456207,83.852722,83.872688,.52869624,.51853961,.5977475,.58147353,.6616028,.6462214,.638776,.63757086,.41238779,.41330519,.50015539,.48891297,.52397788,.51248455,.69135469,.67976844,385536,441602,488965,530669,356724,417201,477384,512080
17,IL,Illinois,2006,82.800026,83.114197,84.020294,84.223022,85.102516,85.208679,86.755836,86.652283,75.855637,76.25206,80.083344,80.30867,81.677155,81.851357,84.668816,84.678131,.51738703,.51032776,.6108743,.59374475,.63357633,.61903167,.69759345,.69740289,.40109164,.39794514,.51864541,.50839108,.59552014,.58347696,.65946251,.6522364,391271,443357,493105,531114,365078,418222,480036,512890
17,IL,Illinois,2007,82.188385,82.520546,84.219482,84.409523,85.977104,86.060356,88.495964,88.385078,76.853729,77.23246,81.020126,81.227821,82.714905,82.871735,85.307114,85.318001,.51715702,.5080893,.56552029,.54983574,.60238975,.58784866,.59430981,.59856957,.43764085,.43156591,.49827021,.48550001,.59523356,.58157629,.68903738,.67860645,396230,446080,494272,529470,370139,420735,480602,510347
17,IL,Illinois,2008,81.796646,82.146599,84.167145,84.368103,86.378906,86.446686,88.089233,87.968216,76.270844,76.663651,80.13707,80.369438,82.712013,82.872498,85.455276,85.462822,.51022571,.49902692,.61657518,.59793818,.55726868,.54522437,.62008137,.623923,.40208325,.3980633,.50082982,.49194303,.58711916,.57342666,.64323521,.63278407,400737,448197,498513,534429,374279,422640,484046,514802
17,IL,Illinois,2009,81.13308,81.51757,84.478287,84.682816,86.075432,86.160027,88.304703,88.185013,75.821518,76.232063,80.103569,80.350182,82.557693,82.730423,86.351402,86.357216,.5051204,.49720719,.55769765,.54329997,.59423643,.58042771,.58257604,.58800501,.39414701,.38985541,.48435628,.47486895,.56159449,.54780972,.56993788,.56088918,403544,454135,508543,544151,377260,429458,492749,522432
17,IL,Illinois,2010,82.721367,83.072609,85.15033,85.344124,86.127068,86.225952,87.777328,87.665337,77.176796,77.573837,80.93264,81.168121,81.67881,81.887337,86.186554,86.201569,.50492889,.49215069,.52477127,.50832182,.61937428,.60727024,.71380562,.71331537,.41374227,.40874866,.49058124,.47660181,.56960976,.55626041,.5656963,.55786622,405198,452714,505133,545407,377217,427855,488728,522856
17,IL,Illinois,2011,82.171631,82.546257,84.911331,85.126488,87.049194,87.126556,88.07058,87.955887,76.984604,77.385033,80.367851,80.62719,83.794838,83.958206,86.19175,86.22261,.4905436,.4818117,.58320683,.56486559,.57656795,.56495231,.61174035,.61427063,.41212901,.4083744,.50644785,.49725255,.55903322,.54454321,.59916389,.58824217,405190,451486,504637,537816,376801,428637,481818,513553
17,IL,Illinois,2012,81.871719,82.256401,85.282265,85.481155,86.380913,86.47187,87.582458,87.465057,76.435059,76.840385,81.0205,81.253059,82.868675,83.049774,86.397026,86.422913,.52725828,.51266819,.60361433,.58450228,.61914825,.60299969,.72196251,.72519577,.4015685,.40029415,.5032503,.49283883,.56779087,.55445009,.58999389,.57802081,404149,446546,504792,538140,374543,423826,483764,513379
17,IL,Illinois,2013,82.661507,83.012978,84.939552,85.156792,86.702789,86.778526,89.482826,89.36982,76.167351,76.57296,79.962608,80.226685,83.948067,84.107491,86.032036,86.071907,.4627468,.45408246,.60367364,.58558023,.5879429,.57239425,.54944843,.55603802,.39183977,.39084953,.51099586,.50362498,.55049139,.53547621,.61556262,.60401732,406906,440235,497446,536475,380768,418272,476066,510672
17,IL,Illinois,2014,82.46804,82.828224,85.180397,85.375359,86.65477,86.738152,89.776337,89.661674,77.039978,77.428467,81.090866,81.334167,83.250443,83.42466,86.245483,86.284309,.51737159,.50860858,.56979442,.54859549,.65353578,.63742852,.47863042,.48511854,.42554596,.42389274,.54461741,.5317058,.59787178,.58287644,.60485351,.59293503,397334,419672,479185,531679,373977,402339,457633,502099
18,IN,Indiana,2001,80.030098,80.510338,82.373398,82.808464,84.469215,84.864532,83.979103,84.378578,73.324135,73.888046,78.594635,79.04332,83.27037,83.625946,83.72876,84.067001,.76341832,.74013942,.88294119,.85258299,.89602029,.85858446,1.2304646,1.185058,.52501804,.52584803,.68301868,.67222083,.70090199,.67728513,.96262634,.93222624,185252,222328,262798,217181,161250,228081,264761,207572
18,IN,Indiana,2002,80.224236,80.699722,84.47506,84.824776,83.526138,83.952072,86.548096,86.843056,73.04248,73.60955,78.770027,79.208633,82.032166,82.431709,84.915581,85.213356,.70995492,.68858373,.77121681,.73892486,.8740598,.83899772,1.1786325,1.1312479,.48573563,.48793402,.66111821,.64939719,.76649284,.74582303,.93529403,.90422463,193937,231502,269438,210175,168699,236969,269981,201018
18,IN,Indiana,2003,78.904945,79.424553,84.005341,84.37384,83.306511,83.741013,85.660851,85.991081,72.796417,73.35907,78.406067,78.847359,82.323502,82.711914,83.873901,84.216675,.71144366,.69447988,.78143054,.74896038,.87582129,.84137201,1.1661929,1.1209285,.47301656,.47232211,.62320542,.61407006,.73265338,.71279609,1.088707,1.0539801,199111,237799,273332,208257,174836,242760,272568,198195
18,IN,Indiana,2004,81.070526,81.527748,84.473686,84.810463,85.250557,85.609276,85.919518,86.23896,74.047653,74.600266,78.873848,79.304642,83.028152,83.39888,85.00676,85.312073,.70271593,.68329519,.72354841,.6949169,.86379683,.82689297,1.2292684,1.1807445,.51143575,.50961757,.65302813,.63972157,.77199501,.74751592,.99017638,.95374358,201873,242178,275858,210839,178383,244081,275296,201685
18,IN,Indiana,2005,81.365738,81.816742,85.587738,85.885506,84.237701,84.637222,86.790504,87.066299,73.712982,74.265701,81.02433,81.395287,81.843323,82.247276,84.211174,84.543159,.68639231,.6627022,.68290728,.65462953,.89438921,.86054164,1.0882473,1.0430901,.52482694,.52730685,.59547663,.58016425,.78536546,.76756406,.98393208,.94966602,204777,244187,277546,213316,180592,245470,277191,204406
