st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
31,NE,Nebraska,2004,81.591454,81.965317,83.584114,83.888504,85.044426,85.368202,87.679169,87.893883,76.233498,76.606682,81.584579,81.877434,81.6866,82.047287,85.394737,85.634262,1.5513511,1.4958631,1.6867837,1.6301026,2.0026197,1.9271442,2.2522686,2.1639326,1.0676843,1.0501835,1.3977255,1.3611389,1.7089909,1.6693903,1.8557447,1.793539,54022,69955,75796,53457,54542,72065,73722,50246
31,NE,Nebraska,2005,83.626251,83.912552,84.427139,84.699379,86.626556,86.877769,89.353951,89.486824,79.110107,79.418823,81.023109,81.329163,80.066803,80.461098,82.020729,82.383629,1.3266952,1.2713912,1.62622,1.5670592,1.7247645,1.6520605,1.6488172,1.5828373,1.0406574,1.0111848,1.4088951,1.3757989,1.5373724,1.5230222,2.3635502,2.3283958,53372,71047,76689,55339,54252,72997,74472,52230
31,NE,Nebraska,2006,83.546509,83.846718,84.470047,84.748505,86.985237,87.210022,88.115005,88.303146,76.654251,77.021767,81.96846,82.240784,85.707718,85.943085,87.422623,87.606705,1.5138752,1.454897,1.7031645,1.6437281,1.5871346,1.5229908,1.9941676,1.9147563,1.078747,1.0568378,1.2666487,1.2297033,1.412811,1.3600147,1.5816011,1.52228,53713,71103,77015,56417,54895,73015,74726,53232
31,NE,Nebraska,2007,84.238037,84.501747,85.566093,85.792206,89.287849,89.407722,84.696167,85.036392,76.704269,77.076263,82.18293,82.462425,87.016777,87.196045,86.366913,86.615585,1.3117617,1.2552264,1.5079465,1.4501336,1.0832788,1.0378308,2.567311,2.4846566,1.0881912,1.0656805,1.3197101,1.2793107,1.0730975,1.0287999,2.1065571,2.034359,53794,71525,78043,56011,55001,73422,75699,52753
31,NE,Nebraska,2008,84.631531,84.84919,85.736969,85.968506,87.220581,87.436783,90.11277,90.22757,77.161339,77.529564,83.45475,83.689774,83.889839,84.204056,89.597359,89.698387,1.1346952,1.0830309,1.5201213,1.4608921,1.504236,1.4376377,1.5056703,1.4401327,1.0530781,1.0252173,1.1528047,1.1136899,1.4858353,1.4381272,1.0983837,1.0531528,54113,72171,78449,56204,55377,73872,76073,52758
31,NE,Nebraska,2009,83.353012,83.613243,87.701286,87.825859,88.827812,88.97538,87.408195,87.634018,79.118042,79.435455,79.904701,80.23896,84.55986,84.857048,87.036591,87.259605,1.1740388,1.121626,1.0194445,.97426438,1.1029074,1.0527055,2.0229313,1.9428016,1.020846,.98943841,1.262174,1.2321481,1.4014882,1.3517091,1.7457329,1.6771719,53594,71793,81208,58435,54487,74105,78981,54830
31,NE,Nebraska,2010,85.177399,85.39711,87.200684,87.360138,87.652321,87.873177,88.709915,88.903191,76.197716,76.601021,81.591469,81.895752,82.821625,83.194908,81.884789,82.290947,1.1306422,1.0767246,1.1937438,1.1433467,1.4502338,1.3856894,1.8756819,1.7937168,1.0383974,1.01934,1.2216952,1.184689,1.5408126,1.4953552,2.168932,2.1381032,52993,70871,81404,59931,53220,73608,79901,56155
31,NE,Nebraska,2011,83.653488,83.933197,88.194794,88.28347,89.662659,89.78759,90.643494,90.739197,76.831078,77.225166,79.551262,79.906914,84.584602,84.887032,89.196198,89.320412,1.1936702,1.1328452,.87302148,.83458662,1.0673522,1.0180888,1.2709796,1.215142,1.0685638,1.0498641,1.2771735,1.2520107,1.3690127,1.3139118,1.0154904,.96612352,51428,69306,81057,62375,51337,71837,79936,58374
31,NE,Nebraska,2012,81.937973,82.280899,86.599373,86.792458,89.25457,89.404999,90.342033,90.462685,76.14109,76.543968,82.301895,82.576439,85.054291,85.342056,86.84317,87.097916,1.2770857,1.2162189,1.3268741,1.2678086,1.1819465,1.1263355,1.5231471,1.4555089,1.0456332,1.0271375,1.2221171,1.1818997,1.2822379,1.2266949,1.73805,1.6672701,50905,67932,81959,63115,50602,71329,80394,59224
31,NE,Nebraska,2013,81.245087,81.624458,85.605408,85.827217,88.096146,88.279823,90.433304,90.538956,78.397018,78.736496,82.942154,83.209396,84.621773,84.942047,88.311455,88.49572,1.4507474,1.3918625,1.3362532,1.2789199,1.2448909,1.1866399,1.3348556,1.2756342,1.0788043,1.0427383,1.2653445,1.2233902,1.4574336,1.4015392,1.3654256,1.3034589,50650,67527,81020,63922,51612,71224,79705,59572
31,NE,Nebraska,2014,81.740593,82.092949,86.535156,86.670853,89.980743,90.087547,90.880867,90.955551,74.220963,74.619644,84.289589,84.462471,84.948219,85.249641,88.332176,88.510971,1.3840009,1.3244773,1.0996563,1.0528936,.99787045,.95115954,.97170627,.92910004,.90809041,.90891868,1.0152225,.97634995,1.3900236,1.3343623,1.3208412,1.2581131,49354,64208,77363,67205,50654,68933,76691,60774
32,NV,Nevada,2001,81.404694,81.156082,81.942604,81.665939,82.926941,82.767242,85.101189,85.012093,75.26152,75.203331,76.046463,76.006485,83.8367,83.827644,82.354538,82.487946,1.1926504,1.1694803,1.3722315,1.3458335,1.4611199,1.432276,1.7767251,1.749508,.87255174,.85228485,1.0256035,1.0071681,1.0806546,1.0567205,1.6362467,1.6002198,70784,77782,73308,64624,79357,80186,74224,63128
32,NV,Nevada,2002,80.457191,80.207214,83.675812,83.347656,82.813034,82.655785,83.212128,83.17765,75.91301,75.794853,77.173019,77.082855,82.761032,82.768524,84.667175,84.73262,1.1994402,1.1748105,1.1948677,1.1897503,1.5485448,1.5164003,2.150795,2.1010964,.76129442,.74470782,.98039919,.96000475,1.1712438,1.1444421,1.3978571,1.3645762,76175,83082,77009,66582,84508,84860,77797,64747
32,NV,Nevada,2003,78.460709,78.256897,83.630104,83.277588,87.184677,86.955788,82.165894,82.101891,74.443176,74.323982,79.444511,79.279099,78.60038,78.678223,84.155602,84.21019,1.1923883,1.1569281,1.2471963,1.2378763,1.0280862,1.0305195,1.9192454,1.8695011,.70913851,.69180804,.982638,.96561277,1.2073652,1.1816624,1.3777893,1.3449906,80070,86366,79762,69627,88230,88080,80354,67519
32,NV,Nevada,2004,81.235893,80.947357,79.719727,79.460495,83.804268,83.612747,83.384926,83.262527,76.212532,76.070045,79.034752,78.896332,82.154503,82.164467,83.454277,83.511238,1.2188131,1.194121,1.3702185,1.3294814,1.6801159,1.6504947,1.8295566,1.791519,.76660556,.74780601,1.054059,1.0324268,1.2405448,1.214108,1.3935504,1.3624381,82969,89326,82545,72125,91463,90606,82724,70310
32,NV,Nevada,2005,82.180511,81.806961,82.394196,81.995056,85.844566,85.579338,84.780037,84.606461,74.796829,74.648445,79.410118,79.212563,79.644997,79.681175,86.06131,86.05632,1.0757302,1.0650419,1.2660565,1.249007,1.3168539,1.3134189,1.787113,1.7549387,.75692809,.7380808,.99081576,.9732607,1.2355924,1.2100046,1.1664995,1.1410886,84286,91786,85454,76710,92478,93959,86082,74917
32,NV,Nevada,2006,81.913284,81.507683,85.273232,84.800568,84.626892,84.321625,88.239937,88.016403,74.532715,74.358696,79.533356,79.29982,83.344742,83.300377,85.648209,85.625038,1.021029,1.0100828,1.0081286,1.0226601,1.3447187,1.3362256,1.0933838,1.1059767,.73050112,.71129698,.98150873,.96152425,1.1805242,1.1572961,1.1498148,1.1255871,85774,93928,87168,81398,94514,96638,88808,79805
32,NV,Nevada,2007,82.823235,82.378998,84.08065,83.585709,85.958191,85.62426,89.690147,89.465416,76.068893,75.847542,79.443626,79.194489,82.586952,82.497337,85.904457,85.877869,1.0210056,1.0156196,1.1682848,1.1684721,1.2625861,1.2673603,.82786894,.8479169,.73917109,.71802402,.99337196,.97399002,1.0667808,1.0461935,1.1850808,1.1602486,87823,97487,89488,84749,96676,100366,92131,83393
32,NV,Nevada,2008,82.016495,81.549606,85.239441,84.714149,83.716095,83.387619,89.597549,89.368111,76.485725,76.247849,83.203964,82.898323,81.859322,81.795998,84.276352,84.287148,1.0550272,1.0368289,1.0402575,1.054535,1.578472,1.5542351,1.0990186,1.1244383,.76204896,.74551624,.89885515,.8923412,1.1580625,1.1341543,1.4940599,1.4635465,89381,100235,91780,85596,99033,103031,94860,84641
32,NV,Nevada,2009,81.303902,80.805031,82.255516,81.714104,86.814804,86.417885,86.918358,86.595901,75.243073,74.977982,78.097275,77.81411,82.936584,82.830399,85.537704,85.475174,1.0492996,1.0384451,1.251096,1.2391741,1.0264986,1.0438362,1.2850941,1.3009509,.72005624,.70199305,.97354072,.95694619,1.1129181,1.0929418,1.1144627,1.0938245,89402,103325,94702,87239,99580,104860,98206,86335
32,NV,Nevada,2010,82.706848,82.155365,84.290337,83.697044,85.657845,85.235527,87.95858,87.632874,76.656914,76.378273,80.535667,80.196793,83.045143,82.902824,85.294586,85.256409,.94540089,.94560552,1.1555098,1.1686407,1.2057496,1.2172867,1.1234213,1.1466844,.74926251,.7312246,.95427477,.93682897,1.0554845,1.0335665,1.3219392,1.2973367,90460,103933,93662,84631,100302,105087,96903,84070
32,NV,Nevada,2011,81.029137,80.461899,83.718567,83.090988,86.563171,86.122086,89.365257,89.064941,75.520126,75.231171,80.463646,80.122597,82.414421,82.30349,86.841026,86.751381,1.0326563,1.0149912,1.1769471,1.1843499,1.0996664,1.1189473,1.0156814,1.0457495,.75942361,.74086738,.98943585,.97506899,1.2422106,1.2176622,1.105835,1.0898222,92346,104069,91845,80513,101986,104918,93749,79018
32,NV,Nevada,2012,83.089569,82.495857,86.003265,85.364685,84.896614,84.420853,86.921799,86.537636,76.50724,76.144508,80.663757,80.267593,84.383926,84.19693,85.924316,85.832848,.98430067,.9935593,1.0187187,1.061278,1.4349738,1.4410213,1.5370431,1.5508289,.7305339,.71604657,.96319574,.94871396,1.0778571,1.0650191,1.2427361,1.2221963,93914,106960,91768,76567,105952,105867,92265,74876
32,NV,Nevada,2013,81.415001,80.768761,84.343651,83.614853,85.364075,84.848618,89.351448,89.014648,76.139603,75.709015,78.915794,78.502121,85.708397,85.501526,86.790337,86.678406,.99989992,.99468821,1.1455936,1.1665139,1.417273,1.4317173,1.1588739,1.205049,.66517335,.64880532,.97416949,.9508037,1.0148487,1.0088012,1.2061396,1.19075,95659,109889,91660,74315,107768,108469,91821,72484
32,NV,Nevada,2014,83.689804,82.980247,84.620056,83.897362,86.270241,85.722137,89.137756,88.766914,75.442039,75.050705,80.434944,79.976601,85.395325,85.185089,88.143372,88.001724,.92339909,.94225758,1.2358029,1.2461554,1.1669813,1.1922117,1.1969268,1.241811,.72313666,.70611209,1.0343384,1.0167711,1.139477,1.127506,1.0521584,1.0434506,90977,107041,89251,69011,103844,104376,89377,67660
33,NH,New Hampshire,2001,79.012802,79.499496,84.725029,85.049957,84.371658,84.728935,86.946243,87.228294,76.69986,77.104424,77.898224,78.321632,80.016655,80.442139,84.454094,84.791977,1.9773576,1.9416766,1.9635276,1.8880776,2.1140409,2.0369692,2.3354416,2.245692,1.4858832,1.4596881,1.4498309,1.4281542,1.7628577,1.7363193,1.9727176,1.9059793,34722,49129,58303,59943,33292,49773,58582,60050
33,NH,New Hampshire,2002,80.755875,81.160355,83.494301,83.839592,85.316658,85.623421,85.30191,85.639595,74.068672,74.499435,82.000908,82.321136,83.940643,84.248894,81.427834,81.856705,1.8314025,1.7676572,1.9083087,1.8418419,1.9402144,1.8627762,2.2979746,2.215301,1.2122062,1.2054148,1.434258,1.3881553,1.5593334,1.5078903,2.0699937,2.0428791,35372,50777,60118,63387,33261,50830,60877,63729
33,NH,New Hampshire,2003,86.967773,87.090363,85.359695,85.625946,85.060234,85.382538,84.67012,85.012924,73.293488,73.721626,81.42012,81.776955,81.727127,82.11412,86.814819,87.040474,1.2327006,1.1780021,1.7166158,1.6496423,2.0364048,1.9553829,2.2766266,2.1979082,1.0899009,1.1087439,1.448977,1.4066725,1.7308233,1.6880356,1.3424689,1.2859809,36160,52308,61623,65581,34115,52330,62479,65388
33,NH,New Hampshire,2004,84.026405,84.29213,84.781273,85.056557,87.971519,88.157829,84.455025,84.823166,77.606468,78.009277,82.389816,82.705841,81.18692,81.586182,81.23513,81.680138,1.5912002,1.5191571,1.6150255,1.5464334,1.5207331,1.4530391,2.4585755,2.3827114,1.3990935,1.3672429,1.3575236,1.3094299,1.6688644,1.6288894,2.0369706,2.0084369,37487,53689,63153,66282,35624,53561,63400,66039
33,NH,New Hampshire,2005,82.625031,82.937668,83.731796,84.059196,84.834091,85.169899,87.829765,88.041969,78.720245,79.028625,78.684196,79.099564,84.682243,84.95118,84.803841,85.134895,1.6171144,1.5463995,1.8358376,1.7685932,2.1424158,2.061851,1.8179787,1.7464129,1.1334344,1.0971671,1.4125586,1.3923305,1.3056442,1.2584846,1.8232952,1.7578399,38510,54455,64373,67019,36627,54079,64554,66654
33,NH,New Hampshire,2006,81.557152,81.913727,85.581085,85.829765,87.163704,87.382317,89.40303,89.567024,75.981064,76.407326,81.487717,81.821243,84.721558,85.013481,88.949928,89.102135,1.6536431,1.5889124,1.6590666,1.5894765,1.5377349,1.4686278,1.7413503,1.6645119,1.3349013,1.3204714,1.3377798,1.2966341,1.5437526,1.4851888,1.1263561,1.0748466,38865,54934,65899,68299,37161,54500,65937,67429
33,NH,New Hampshire,2007,82.055557,82.410851,86.967628,87.176971,87.073555,87.292343,87.052864,87.307564,76.959801,77.367882,81.716759,82.056549,83.799622,84.113579,84.178802,84.554123,1.7468579,1.6825941,1.6468666,1.5760612,1.4553571,1.3944145,2.0917649,2.0118408,1.2854838,1.2552414,1.4249622,1.3795592,1.4448442,1.393477,1.9473901,1.8836436,39101,55516,66857,68567,37650,54623,66844,67298
33,NH,New Hampshire,2008,83.978119,84.265945,85.320168,85.587257,87.997757,88.179062,88.544334,88.723801,77.225426,77.610909,83.760117,84.02681,83.693581,84.02182,86.990898,87.240814,1.6347629,1.5638956,1.6984971,1.6311506,1.387921,1.3266506,1.5919288,1.5217088,1.194024,1.1626203,1.2147579,1.1653861,1.5437539,1.4896206,1.4734713,1.4049935,39619,56114,67735,68804,38260,55265,67155,67337
33,NH,New Hampshire,2009,80.432579,80.845917,87.134735,87.315681,89.503418,89.627853,87.126633,87.376686,76.97728,77.373131,81.58477,81.928513,82.909561,83.258301,86.197868,86.51387,1.6670327,1.6117308,1.3988515,1.3394349,1.1475149,1.0970669,2.0576434,1.977934,1.1993723,1.1718489,1.3170334,1.2729807,1.4193777,1.3724056,1.846999,1.7735463,39977,56407,68638,70775,39067,55153,68081,68639
33,NH,New Hampshire,2010,79.736504,80.210213,83.316589,83.672325,90.284119,90.373245,91.07309,91.136093,77.690727,78.090439,83.390411,83.687927,85.775444,86.040779,87.317314,87.583344,1.8707165,1.8283681,1.8687992,1.8091253,.98789674,.94166285,.85826433,.82296109,1.2332294,1.2049391,1.276352,1.2263211,1.3522112,1.2960589,1.5929751,1.5176542,39505,55907,68306,71127,38887,54783,67031,69113
33,NH,New Hampshire,2011,82.861832,83.182991,87.752739,87.910103,86.806335,87.055275,90.583702,90.686485,77.548302,77.951164,80.260117,80.658638,82.92643,83.299835,85.22477,85.589447,1.661227,1.5924492,1.3215264,1.2614855,1.7562201,1.6794387,1.2319007,1.1759801,1.2086544,1.1789291,1.4432849,1.4063405,1.6009854,1.5511994,1.7844313,1.7125856,38724,54824,67901,71168,38377,53771,66258,68974
33,NH,New Hampshire,2012,81.602409,81.975945,87.092018,87.267723,87.694969,87.906952,88.272141,88.487938,77.709343,78.101868,81.711792,82.075104,85.211487,85.492096,87.330811,87.621635,1.7734202,1.7056882,1.4121426,1.3505526,1.609292,1.5387661,2.0331976,1.947809,1.2091252,1.1757787,1.4675889,1.4208015,1.3851457,1.3271426,1.6738442,1.5890905,38477,54242,66981,71525,37826,53525,65623,69140
33,NH,New Hampshire,2013,86.133446,86.323036,84.406494,84.708023,85.332954,85.636589,88.444206,88.640396,78.227318,78.619202,82.930534,83.266434,83.051247,83.416801,86.284538,86.629204,1.3551937,1.2909446,1.9565241,1.8809804,1.9446423,1.8717009,1.8474531,1.7690746,1.1795797,1.1452399,1.4715112,1.4176272,1.5010972,1.4502962,1.7488095,1.6690679,39003,53686,66473,70916,38534,53126,64621,68345
33,NH,New Hampshire,2014,80.355766,80.772469,85.229324,85.475899,87.514244,87.738152,91.213867,91.275787,77.095825,77.515198,81.77388,82.123558,85.257324,85.545433,85.091713,85.500954,1.7564011,1.6991873,1.6715897,1.6047084,1.7405753,1.6633279,.87538832,.83700651,1.2381335,1.2090375,1.3577083,1.3087344,1.4695209,1.4088416,1.9463612,1.8697069,38575,51529,62653,69804,37477,50721,61160,66382
34,NJ,New Jersey,2001,82.621483,82.438324,83.429893,83.387489,82.384972,82.416206,86.373108,86.244522,75.701027,75.564255,78.397987,78.41819,81.360611,81.429535,85.547318,85.508865,.69200528,.69197565,.77640301,.76448607,.858787,.83598155,.7193327,.71784663,.5489949,.53881532,.62958467,.61737794,.67027748,.65678865,.50292391,.49841273,230227,265919,302649,474343,218565,241482,288419,467121
34,NJ,New Jersey,2002,82.764206,82.560669,84.069931,84.001717,84.287704,84.257713,85.392014,85.2491,76.404716,76.229172,78.053421,78.071045,82.62516,82.668228,84.26709,84.26741,.65325183,.65531403,.77309436,.76251119,.76476699,.75251776,.79012001,.78412616,.5546751,.54761142,.61768335,.60616714,.65728313,.6457243,.6460129,.63676101,238988,273488,309310,479902,223891,248291,295667,473398
34,NJ,New Jersey,2003,82.586777,82.372749,83.268005,83.204002,83.163452,83.147591,86.63488,86.46833,76.642998,76.45105,80.243385,80.217117,81.918213,81.959801,83.929527,83.93438,.64979577,.65032464,.80319703,.78987128,.8556453,.83688539,.72599554,.73045945,.54465407,.54097182,.62602252,.6181612,.66903532,.65663552,.66899306,.66274214,243787,278313,315789,492974,230123,253199,300965,486262
34,NJ,New Jersey,2004,82.683937,82.442337,83.930611,83.832283,83.542168,83.49115,86.231033,86.042091,76.659416,76.468842,79.886963,79.866005,82.059052,82.099426,84.170013,84.165993,.68710566,.69059861,.75334311,.74294358,.80941671,.79692763,.80168581,.80431819,.53441089,.52840316,.65953624,.64822119,.70823312,.6932233,.64122337,.63165724,247169,282436,321362,504488,232980,258269,305414,495970
34,NJ,New Jersey,2005,83.308647,83.042816,83.682823,83.570793,84.537613,84.451981,87.303726,87.089386,76.040077,75.837959,79.033043,79.015015,81.581177,81.623932,85.422569,85.389091,.62100554,.63016307,.74133205,.73257363,.79837114,.78934562,.69979793,.71086949,.50267416,.49644428,.65830261,.64553076,.71290952,.69713473,.61574703,.60898632,249108,285351,325763,510081,234199,260118,309892,501169
34,NJ,New Jersey,2006,82.541489,82.25119,85.455589,85.311211,84.968475,84.856918,86.288773,86.046585,77.878975,77.635078,80.150955,80.112724,82.384766,82.409042,84.377289,84.366638,.72185564,.72726011,.71054196,.7063024,.84583873,.839329,.80454791,.81437528,.55348361,.54725236,.65498132,.64435393,.69289184,.67757392,.69279391,.68480027,252511,288808,331168,514602,238102,263282,314734,505218
34,NJ,New Jersey,2007,83.533424,83.232643,83.741295,83.609146,85.30825,85.183617,86.963516,86.709061,77.871758,77.626053,80.468002,80.416618,82.878052,82.8908,86.045044,86.001129,.64712882,.65507382,.80652928,.79942805,.75055283,.7453593,.71282375,.72623277,.55882293,.55846524,.64286661,.63177204,.6925289,.68032789,.58678538,.58193344,253467,290933,332535,511932,241169,264938,314906,502066
34,NJ,New Jersey,2008,81.501907,81.189552,85.189484,85.020508,86.521423,86.367287,87.316376,87.03788,77.577927,77.306183,80.998589,80.921692,82.528053,82.534035,86.390251,86.331886,.67496848,.67628038,.69680607,.69466031,.68369716,.68510729,.72636855,.74424613,.52420336,.51770341,.60585028,.59768212,.65286976,.6434902,.55802095,.55624354,255875,293097,335847,517347,243762,265854,316750,506905
34,NJ,New Jersey,2009,82.717918,82.382904,85.483955,85.310234,86.026054,85.869431,86.783432,86.485306,77.87027,77.592178,79.935471,79.883652,82.785118,82.78466,86.10051,86.048988,.63703263,.64928228,.68559378,.68507069,.71475077,.71595913,.7188521,.73511374,.509435,.51333714,.6338315,.62383419,.64376807,.63310546,.56609827,.5627203,257070,295165,341310,526944,245646,267948,319828,514895
34,NJ,New Jersey,2010,83.530548,83.176788,83.840065,83.663116,86.958511,86.786842,87.985855,87.693169,78.060577,77.764679,80.268867,80.211288,82.676239,82.693306,85.616653,85.577454,.60669172,.62228757,.73980427,.73303169,.66342205,.66528499,.64565635,.66729736,.51186591,.5114488,.6736601,.65954119,.72297269,.71076244,.60412651,.59525442,258497,296311,340651,527415,247180,268882,317121,514750
34,NJ,New Jersey,2011,83.221657,82.850929,85.24588,85.045944,86.679039,86.49662,87.393524,87.075417,78.072258,77.788887,80.573975,80.5,82.881523,82.88282,84.672134,84.672356,.59129089,.60004473,.70054978,.70668823,.67842132,.68407345,.71822536,.7412703,.55510521,.54942667,.61530483,.60587388,.65297395,.64211696,.70407546,.69601643,257054,295265,341206,525935,243270,271091,315959,511703
34,NJ,New Jersey,2012,83.904228,83.51783,85.492981,85.280502,85.755608,85.560623,89.763962,89.49884,77.077759,76.795456,80.962128,80.885658,83.715958,83.697823,86.25885,86.229874,.60888636,.62221605,.7089749,.71272266,.79050857,.79244155,.51061445,.53379703,.53993291,.53814137,.65465724,.64393902,.61487842,.60496712,.61381298,.60675859,259270,301319,339398,523904,245442,274976,313408,510153
34,NJ,New Jersey,2013,84.190918,83.793861,85.630417,85.40966,87.272324,87.059563,89.886192,89.613869,78.262482,77.938965,80.362144,80.286423,84.512062,84.487282,86.152199,86.139908,.63662589,.65074593,.75248647,.75688106,.65479684,.66078711,.48835099,.51757795,.51503247,.5104121,.60853434,.59842271,.60531569,.59832311,.63392991,.62511355,262600,294812,337530,516455,250377,269582,309505,502268
34,NJ,New Jersey,2014,84.202232,83.792648,85.676529,85.449707,87.337288,87.118774,88.731567,88.406151,79.458809,79.129707,81.130196,81.061371,83.363907,83.380013,87.559875,87.526482,.62121856,.64486951,.73349595,.73782998,.65129501,.66129559,.62294829,.65405977,.54943496,.55029613,.67192405,.66004056,.71694946,.70081806,.53705168,.53225738,259790,280950,325520,492397,246986,257236,296716,481435
35,NM,New Mexico,2001,86.74791,85.420029,84.807701,83.754356,86.942398,86.306816,87.419167,87.130852,79.156487,77.400528,81.829552,80.684349,86.649918,86.063751,84.220512,83.983849,.97858763,1.0826584,1.6019177,1.6488616,1.8014721,1.8534684,1.7832342,1.78095,.88136041,.91887432,1.3038735,1.3407066,1.3285083,1.3872217,2.1987159,2.180841,81730,68743,56158,45767,77848,63948,53941,42689
35,NM,New Mexico,2002,83.001961,81.389137,84.553307,83.508217,83.66761,83.033073,83.195763,82.984177,80.602242,78.891129,82.002914,80.91748,83.354614,82.658646,84.293602,84.064301,1.2350914,1.2878542,1.6696593,1.7155353,2.3194675,2.3060975,2.4390454,2.3850951,.80841219,.85832345,1.4371842,1.4606547,1.5510454,1.5724469,2.0795133,2.0598567,85040,70050,57155,45849,79503,65236,54829,42969
35,NM,New Mexico,2003,82.365799,80.75061,81.564186,80.569244,87.618011,87.008118,89.197067,88.987495,78.268532,76.540115,81.127457,80.039963,85.432625,84.808716,87.191376,86.971405,1.2473166,1.2862705,1.8028783,1.7585614,1.4089417,1.4602691,1.7540679,1.7563399,.89663732,.90086317,1.3558547,1.3675894,1.3390889,1.3731012,1.4100056,1.4157547,86668,71969,59587,48311,79982,66743,57508,45560
35,NM,New Mexico,2004,83.220856,81.563515,85.534073,84.554527,84.116302,83.464821,87.076523,86.848396,78.17347,76.367531,81.714386,80.657295,81.776184,81.136108,86.077644,85.888344,.93752933,.98893553,1.4649403,1.5231203,1.9057237,1.9030993,1.9972991,1.9817514,.76643169,.79142243,1.3481463,1.3736407,1.7286135,1.7180737,1.8074496,1.8007189,94954,73592,60604,49972,89269,68127,57762,47113
35,NM,New Mexico,2005,82.044823,80.442123,86.086929,85.166855,87.100655,86.537956,86.591248,86.366638,80.45562,78.763794,81.730858,80.640236,84.127052,83.498421,82.423004,82.266342,1.2558265,1.2927098,1.4697392,1.5289365,1.645957,1.677258,1.946611,1.9236938,.78347856,.8291356,1.2000927,1.2330519,1.5172187,1.5421933,1.9892796,1.9561651,87752,74539,61196,51053,80141,68534,58392,47879
35,NM,New Mexico,2006,85.184425,83.707222,85.518646,84.572395,85.820038,85.237244,90.689079,90.497932,79.779305,78.063347,84.151863,83.16201,84.544037,83.935028,86.167938,86.013222,.93541354,1.0105091,1.439667,1.4998333,1.8441162,1.8499539,1.1763327,1.1806519,.83353269,.87275451,1.043329,1.0929989,1.3926528,1.416714,1.8802171,1.8640642,89104,75177,62652,51912,81869,68991,59632,48604
35,NM,New Mexico,2007,83.878868,82.374924,85.568649,84.625946,87.220642,86.647766,89.083748,88.914299,79.748253,78.001953,81.633812,80.608246,85.305389,84.723663,88.134468,87.923935,1.071699,1.1251532,1.3644211,1.4231226,1.4042917,1.4475631,1.7083335,1.6883757,.77080405,.80825317,1.3406494,1.3506516,1.3131657,1.3470054,1.0733191,1.0723081,89655,76425,63726,53812,81621,70025,61040,50053
35,NM,New Mexico,2008,84.418205,82.872566,86.324097,85.410652,86.461739,85.908409,90.560638,90.398331,80.127693,78.375359,83.804565,82.765327,86.747803,86.21022,86.54599,86.374168,.92789757,.99759722,1.3240271,1.3734418,1.705404,1.7223586,1.2889925,1.2840403,.73181552,.77913541,.94237864,.98467493,1.1422883,1.1901616,1.602602,1.5872924,90022,76950,64997,54904,81683,70672,62310,51009
35,NM,New Mexico,2009,85.104866,83.534027,87.982735,87.127098,89.301399,88.838333,90.002434,89.819221,76.772423,74.947937,82.209404,81.108055,83.043755,82.426781,88.278954,88.10231,.75280362,.82166469,.90483308,.96562642,1.264179,1.3045837,1.318781,1.3108408,.75423795,.75528514,1.1046715,1.1397506,1.6106262,1.6122626,1.2996229,1.2949299,91956,78743,67041,56041,83931,72000,64113,51973
35,NM,New Mexico,2010,84.061661,82.480865,88.797318,88.015144,89.353004,88.833733,89.381104,89.202019,79.678314,77.839691,82.742172,81.663887,84.490738,83.839439,89.008987,88.845375,.98087442,1.0494623,.89341581,.96895289,.95211154,.99935907,1.6006329,1.5937868,.70066416,.73974884,1.1191343,1.1551368,1.2432723,1.2671803,1.2000884,1.1977876,90184,78821,66558,55952,81663,71528,64333,52096
35,NM,New Mexico,2011,85.371651,83.803268,87.564545,86.616791,87.158966,86.564713,91.712013,91.50444,79.241562,77.367104,82.149368,81.033241,86.583603,85.990051,85.290527,85.092033,.80996573,.88551658,.8449235,.9138608,1.4522369,1.4823266,.61109805,.61930472,.75478619,.8024134,1.1720117,1.1989828,1.0474324,1.0899932,1.7375674,1.7174625,87268,78444,65994,56305,78586,70670,63475,51890
35,NM,New Mexico,2012,85.638275,84.047974,87.989861,87.126236,87.789291,87.182961,86.709358,86.514542,79.074844,77.112701,82.032272,80.861488,84.091347,83.390503,87.437737,87.22908,.74375534,.83306289,1.0970702,1.1752782,1.2824916,1.3191913,1.9959515,1.9656384,.73994869,.78153241,1.187614,1.2174786,1.3765359,1.4022574,1.4231262,1.4191165,86136,78553,65391,55120,77758,70289,63005,50709
