state,year,quartile,gender,life_expectancy
ks,2006,1,male,77.179237
ks,2007,1,male,76.825577
ks,2008,1,male,77.03569
ks,2009,1,male,73.341095
ks,2010,1,male,74.766762
ks,2011,1,male,73.721725
ks,2012,1,male,75.658928
ks,2013,1,male,76.974632
ks,2014,1,male,74.850014
ky,2001,1,male,74.85601
ky,2002,1,male,74.173073
ky,2003,1,male,75.479988
ky,2004,1,male,75.900154
ky,2005,1,male,76.413017
ky,2006,1,male,75.570168
ky,2007,1,male,76.506783
ky,2008,1,male,74.902763
ky,2009,1,male,74.480171
ky,2010,1,male,75.442184
ky,2011,1,male,76.850937
ky,2012,1,male,74.995529
ky,2013,1,male,75.57914
ky,2014,1,male,75.891724
la,2001,1,male,74.439346
la,2002,1,male,74.869797
la,2003,1,male,74.458168
la,2004,1,male,75.334412
la,2005,1,male,74.326202
la,2006,1,male,75.312126
la,2007,1,male,75.497566
la,2008,1,male,75.189873
la,2009,1,male,74.650452
la,2010,1,male,75.007889
la,2011,1,male,75.133072
la,2012,1,male,74.721649
la,2013,1,male,74.661156
la,2014,1,male,75.696289
me,2001,1,male,76.533897
me,2002,1,male,79.448486
me,2003,1,male,75.829002
me,2004,1,male,76.650299
me,2005,1,male,78.225151
me,2006,1,male,78.959412
me,2007,1,male,76.984283
me,2008,1,male,76.323555
me,2009,1,male,75.910957
me,2010,1,male,75.697556
me,2011,1,male,78.883774
me,2012,1,male,78.912621
me,2013,1,male,77.950912
me,2014,1,male,78.880745
md,2001,1,male,74.230881
md,2002,1,male,73.850449
md,2003,1,male,75.373688
md,2004,1,male,75.248466
md,2005,1,male,75.071457
md,2006,1,male,75.796524
md,2007,1,male,75.231857
md,2008,1,male,75.058311
md,2009,1,male,75.347282
md,2010,1,male,76.496567
md,2011,1,male,76.77475
md,2012,1,male,75.432327
md,2013,1,male,75.408241
md,2014,1,male,75.679489
ma,2001,1,male,77.172249
ma,2002,1,male,76.970695
ma,2003,1,male,77.581062
ma,2004,1,male,77.047577
ma,2005,1,male,77.92675
ma,2006,1,male,76.784576
ma,2007,1,male,78.625
ma,2008,1,male,77.870468
ma,2009,1,male,78.020851
ma,2010,1,male,77.56015
ma,2011,1,male,79.125229
ma,2012,1,male,78.278633
ma,2013,1,male,78.745041
ma,2014,1,male,79.767715
mi,2001,1,male,73.866982
mi,2002,1,male,73.429413
mi,2003,1,male,73.207893
mi,2004,1,male,74.160423
mi,2005,1,male,73.221977
mi,2006,1,male,73.9431
mi,2007,1,male,74.56353
mi,2008,1,male,74.657043
mi,2009,1,male,73.836113
mi,2010,1,male,74.899612
mi,2011,1,male,74.747238
mi,2012,1,male,75.170265
mi,2013,1,male,73.908722
mi,2014,1,male,74.734848
mn,2001,1,male,76.079941
mn,2002,1,male,77.210625
mn,2003,1,male,77.143677
mn,2004,1,male,76.331261
mn,2005,1,male,77.907639
mn,2006,1,male,78.165016
mn,2007,1,male,76.628746
mn,2008,1,male,77.568977
mn,2009,1,male,76.810951
mn,2010,1,male,77.922516
mn,2011,1,male,76.529213
mn,2012,1,male,76.258965
mn,2013,1,male,76.117134
mn,2014,1,male,77.617126
ms,2001,1,male,74.512039
ms,2002,1,male,75.618423
ms,2003,1,male,73.217072
ms,2004,1,male,73.897552
ms,2005,1,male,75.106148
ms,2006,1,male,74.491386
ms,2007,1,male,76.659294
ms,2008,1,male,76.517075
ms,2009,1,male,75.533745
ms,2010,1,male,74.364204
ms,2011,1,male,76.114151
ms,2012,1,male,76.669098
ms,2013,1,male,74.552467
ms,2014,1,male,75.242409
mo,2001,1,male,74.228279
mo,2002,1,male,74.758606
mo,2003,1,male,74.708099
mo,2004,1,male,75.407593
mo,2005,1,male,75.246803
mo,2006,1,male,75.985809
mo,2007,1,male,76.18325
mo,2008,1,male,74.838951
mo,2009,1,male,74.636185
mo,2010,1,male,76.029274
mo,2011,1,male,76.186501
mo,2012,1,male,75.052055
mo,2013,1,male,75.93634
mo,2014,1,male,74.872963
mt,2001,1,male,77.731804
mt,2002,1,male,76.984131
mt,2003,1,male,77.730568
mt,2004,1,male,80.136826
mt,2005,1,male,78.707092
mt,2006,1,male,79.487747
mt,2007,1,male,79.222115
mt,2008,1,male,78.427124
mt,2009,1,male,76.469017
mt,2010,1,male,78.207787
mt,2011,1,male,80.865746
mt,2012,1,male,76.940483
mt,2013,1,male,79.16584
mt,2014,1,male,77.617462
ne,2001,1,male,76.310585
ne,2002,1,male,74.945595
ne,2003,1,male,75.675957
ne,2004,1,male,76.233498
ne,2005,1,male,79.110107
ne,2006,1,male,76.654251
ne,2007,1,male,76.704269
ne,2008,1,male,77.161339
ne,2009,1,male,79.118042
ne,2010,1,male,76.197716
ne,2011,1,male,76.831078
ne,2012,1,male,76.14109
ne,2013,1,male,78.397018
ne,2014,1,male,74.220963
nv,2001,1,male,75.26152
nv,2002,1,male,75.91301
nv,2003,1,male,74.443176
nv,2004,1,male,76.212532
nv,2005,1,male,74.796829
nv,2006,1,male,74.532715
nv,2007,1,male,76.068893
nv,2008,1,male,76.485725
nv,2009,1,male,75.243073
nv,2010,1,male,76.656914
nv,2011,1,male,75.520126
nv,2012,1,male,76.50724
nv,2013,1,male,76.139603
nv,2014,1,male,75.442039
nh,2001,1,male,76.69986
nh,2002,1,male,74.068672
nh,2003,1,male,73.293488
nh,2004,1,male,77.606468
nh,2005,1,male,78.720245
nh,2006,1,male,75.981064
nh,2007,1,male,76.959801
nh,2008,1,male,77.225426
nh,2009,1,male,76.97728
nh,2010,1,male,77.690727
nh,2011,1,male,77.548302
nh,2012,1,male,77.709343
nh,2013,1,male,78.227318
nh,2014,1,male,77.095825
nj,2001,1,male,75.701027
nj,2002,1,male,76.404716
nj,2003,1,male,76.642998
nj,2004,1,male,76.659416
nj,2005,1,male,76.040077
nj,2006,1,male,77.878975
nj,2007,1,male,77.871758
nj,2008,1,male,77.577927
nj,2009,1,male,77.87027
nj,2010,1,male,78.060577
nj,2011,1,male,78.072258
nj,2012,1,male,77.077759
nj,2013,1,male,78.262482
nj,2014,1,male,79.458809
nm,2001,1,male,79.156487
nm,2002,1,male,80.602242
nm,2003,1,male,78.268532
nm,2004,1,male,78.17347
nm,2005,1,male,80.45562
nm,2006,1,male,79.779305
nm,2007,1,male,79.748253
nm,2008,1,male,80.127693
nm,2009,1,male,76.772423
nm,2010,1,male,79.678314
nm,2011,1,male,79.241562
nm,2012,1,male,79.074844
nm,2013,1,male,79.317993
nm,2014,1,male,80.2108
ny,2001,1,male,77.423386
ny,2002,1,male,77.166321
ny,2003,1,male,77.286377
ny,2004,1,male,77.088181
ny,2005,1,male,78.013893
ny,2006,1,male,77.957726
ny,2007,1,male,78.112968
ny,2008,1,male,78.07534
ny,2009,1,male,78.253059
ny,2010,1,male,78.784851
ny,2011,1,male,79.660835
ny,2012,1,male,79.185341
ny,2013,1,male,79.512878
ny,2014,1,male,79.64222
nc,2001,1,male,73.937874
nc,2002,1,male,74.704308
nc,2003,1,male,74.416855
nc,2004,1,male,75.361206
nc,2005,1,male,75.795769
nc,2006,1,male,75.335426
nc,2007,1,male,76.009865
nc,2008,1,male,75.810974
nc,2009,1,male,75.195374
nc,2010,1,male,75.9142
nc,2011,1,male,74.92347
nc,2012,1,male,75.796867
nc,2013,1,male,75.844917
nc,2014,1,male,76.234787
nd,2001,1,male,74.792114
nd,2002,1,male,78.705727
nd,2003,1,male,78.141685
nd,2004,1,male,81.526527
nd,2005,1,male,81.55764
nd,2006,1,male,76.387993
nd,2007,1,male,78.264816
nd,2008,1,male,79.278221
nd,2009,1,male,78.886597
nd,2010,1,male,78.714905
nd,2011,1,male,74.460098
nd,2012,1,male,76.550262
nd,2013,1,male,75.973572
nd,2014,1,male,75.737801
oh,2001,1,male,74.079376
oh,2002,1,male,73.514374
oh,2003,1,male,74.701241
oh,2004,1,male,74.410103
oh,2005,1,male,74.458572
oh,2006,1,male,74.043739
oh,2007,1,male,75.020714
oh,2008,1,male,74.768097
oh,2009,1,male,74.333595
oh,2010,1,male,75.361008
oh,2011,1,male,75.282738
oh,2012,1,male,74.506035
oh,2013,1,male,75.572807
oh,2014,1,male,75.176949
ok,2001,1,male,74.414917
ok,2002,1,male,75.06282
ok,2003,1,male,76.24678
ok,2004,1,male,75.01445
ok,2005,1,male,74.075363
ok,2006,1,male,75.379395
ok,2007,1,male,75.797272
ok,2008,1,male,75.529297
ok,2009,1,male,73.883583
ok,2010,1,male,74.524734
ok,2011,1,male,74.873589
ok,2012,1,male,74.663765
ok,2013,1,male,74.814857
ok,2014,1,male,74.68837
or,2001,1,male,77.131012
or,2002,1,male,76.751427
or,2003,1,male,76.773186
or,2004,1,male,78.205688
or,2005,1,male,76.61058
or,2006,1,male,78.345459
or,2007,1,male,79.126984
or,2008,1,male,77.425377
or,2009,1,male,76.695877
or,2010,1,male,78.692101
or,2011,1,male,78.304222
or,2012,1,male,77.93441
or,2013,1,male,76.899025
or,2014,1,male,77.936234
pa,2001,1,male,74.740685
pa,2002,1,male,75.441818
pa,2003,1,male,75.036903
pa,2004,1,male,75.71106
pa,2005,1,male,75.614349
pa,2006,1,male,75.554466
pa,2007,1,male,75.13324
pa,2008,1,male,75.905052
pa,2009,1,male,74.84877
pa,2010,1,male,75.599144
pa,2011,1,male,75.635353
pa,2012,1,male,75.413185
pa,2013,1,male,75.327988
pa,2014,1,male,75.758865
ri,2001,1,male,76.907578
ri,2002,1,male,74.727104
ri,2003,1,male,79.576485
ri,2004,1,male,75.997124
ri,2005,1,male,75.631279
ri,2006,1,male,77.990181
ri,2007,1,male,77.81469
ri,2008,1,male,75.47081
ri,2009,1,male,75.933487
ri,2010,1,male,76.574226
ri,2011,1,male,78.269791
ri,2012,1,male,75.883629
ri,2013,1,male,78.437805
ri,2014,1,male,78.084641
sc,2001,1,male,73.911034
sc,2002,1,male,74.144005
sc,2003,1,male,72.481201
sc,2004,1,male,74.672127
sc,2005,1,male,75.101486
sc,2006,1,male,74.330971
sc,2007,1,male,74.615723
sc,2008,1,male,74.545158
sc,2009,1,male,73.826241
sc,2010,1,male,75.027061
sc,2011,1,male,75.671135
sc,2012,1,male,74.639221
sc,2013,1,male,75.559708
sc,2014,1,male,75.395866
sd,2001,1,male,78.009064
sd,2002,1,male,75.618729
sd,2003,1,male,75.79631
sd,2004,1,male,79.156303
sd,2005,1,male,75.763588
sd,2006,1,male,77.862328
sd,2007,1,male,78.20697
sd,2008,1,male,77.122772
sd,2009,1,male,75.748672
sd,2010,1,male,78.660156
sd,2011,1,male,78.346718
sd,2012,1,male,77.494942
sd,2013,1,male,76.692261
sd,2014,1,male,78.263168
tn,2001,1,male,74.410149
tn,2002,1,male,75.05835
tn,2003,1,male,74.459702
tn,2004,1,male,75.785721
tn,2005,1,male,74.801666
tn,2006,1,male,74.548508
tn,2007,1,male,75.638481
tn,2008,1,male,74.921661
tn,2009,1,male,74.052673
tn,2010,1,male,75.812019
tn,2011,1,male,74.590851
tn,2012,1,male,74.043221
tn,2013,1,male,74.558701
tn,2014,1,male,74.510452
tx,2001,1,male,76.968002
tx,2002,1,male,76.372215
tx,2003,1,male,77.277725
tx,2004,1,male,76.789154
tx,2005,1,male,77.288094
tx,2006,1,male,77.537933
tx,2007,1,male,77.517441
tx,2008,1,male,77.637589
tx,2009,1,male,76.50206
tx,2010,1,male,77.105995
tx,2011,1,male,76.851494
tx,2012,1,male,76.801697
tx,2013,1,male,76.581284
tx,2014,1,male,77.384148
ut,2001,1,male,78.416199
ut,2002,1,male,77.48938
ut,2003,1,male,76.509483
ut,2004,1,male,79.037697
ut,2005,1,male,80.337662
ut,2006,1,male,79.069939
ut,2007,1,male,76.778
ut,2008,1,male,78.127144
ut,2009,1,male,77.477539
ut,2010,1,male,78.320526
ut,2011,1,male,76.774467
ut,2012,1,male,79.636635
ut,2013,1,male,78.960556
ut,2014,1,male,78.620117
vt,2001,1,male,78.215225
vt,2002,1,male,76.239555
vt,2003,1,male,78.404366
vt,2004,1,male,77.786743
vt,2005,1,male,82.119049
vt,2006,1,male,80.050575
vt,2007,1,male,78.795113
vt,2008,1,male,79.309113
vt,2009,1,male,74.339035
vt,2010,1,male,77.126335
vt,2011,1,male,80.961792
vt,2012,1,male,80.574234
vt,2013,1,male,80.430412
vt,2014,1,male,76.759766
va,2001,1,male,74.72345
va,2002,1,male,74.420822
va,2003,1,male,75.068787
va,2004,1,male,74.651024
va,2005,1,male,75.474792
va,2006,1,male,74.990166
va,2007,1,male,74.962784
va,2008,1,male,74.925568
va,2009,1,male,74.456467
va,2010,1,male,75.45826
va,2011,1,male,76.145477
va,2012,1,male,76.30159
va,2013,1,male,75.871979
va,2014,1,male,76.516426
wa,2001,1,male,76.892471
wa,2002,1,male,76.484062
wa,2003,1,male,76.879646
wa,2004,1,male,77.725029
wa,2005,1,male,78.304276
wa,2006,1,male,78.297287
wa,2007,1,male,78.532654
wa,2008,1,male,76.751526
wa,2009,1,male,76.864319
wa,2010,1,male,77.288513
wa,2011,1,male,77.431801
wa,2012,1,male,77.537918
wa,2013,1,male,78.093163
wa,2014,1,male,77.939041
wv,2001,1,male,75.583069
wv,2002,1,male,76.571991
wv,2003,1,male,74.948174
wv,2004,1,male,76.073395
wv,2005,1,male,78.115746
wv,2006,1,male,76.705605
wv,2007,1,male,76.443443
wv,2008,1,male,75.607925
wv,2009,1,male,75.678085
wv,2010,1,male,76.091072
wv,2011,1,male,76.228447
wv,2012,1,male,74.569283
wv,2013,1,male,74.632126
wv,2014,1,male,74.227119
wi,2001,1,male,75.325737
wi,2002,1,male,75.236084
wi,2003,1,male,76.581436
wi,2004,1,male,76.064369
wi,2005,1,male,76.103058
wi,2006,1,male,77.632515
wi,2007,1,male,76.538322
wi,2008,1,male,76.499954
wi,2009,1,male,75.7052
wi,2010,1,male,75.920532
wi,2011,1,male,75.288239
wi,2012,1,male,76.715996
wi,2013,1,male,75.14756
wi,2014,1,male,75.649879
wy,2001,1,male,76.017471
wy,2002,1,male,76.688957
wy,2003,1,male,73.576378
wy,2004,1,male,78.133934
wy,2005,1,male,77.469604
wy,2006,1,male,81.311691
wy,2007,1,male,77.843231
wy,2008,1,male,75.380737
wy,2009,1,male,77.570259
wy,2010,1,male,74.048416
wy,2011,1,male,77.137924
wy,2012,1,male,77.863235
wy,2013,1,male,72.49189
wy,2014,1,male,74.282707
al,2001,2,female,83.797836
al,2002,2,female,85.195564
al,2003,2,female,84.455032
al,2004,2,female,83.221657
al,2005,2,female,84.921387
al,2006,2,female,85.27169
al,2007,2,female,85.848579
al,2008,2,female,85.339455
al,2009,2,female,84.872719
al,2010,2,female,85.199356
al,2011,2,female,86.132149
al,2012,2,female,84.945915
al,2013,2,female,85.248421
al,2014,2,female,85.626869
ak,2001,2,female,82.337479
ak,2002,2,female,80.760406
ak,2003,2,female,85.666992
ak,2004,2,female,88.175087
ak,2005,2,female,85.773788
ak,2006,2,female,89.269775
ak,2007,2,female,87.444748
ak,2008,2,female,88.90155
ak,2009,2,female,87.669914
ak,2010,2,female,86.411034
ak,2011,2,female,83.288277
ak,2012,2,female,83.98333
ak,2013,2,female,87.840576
ak,2014,2,female,84.529686
az,2001,2,female,84.089539
az,2002,2,female,84.460434
az,2003,2,female,85.432144
az,2004,2,female,86.047768
az,2005,2,female,84.676682
az,2006,2,female,84.220444
az,2007,2,female,85.828033
az,2008,2,female,85.509903
az,2009,2,female,86.927475
az,2010,2,female,85.255104
az,2011,2,female,84.524689
az,2012,2,female,86.405479
az,2013,2,female,85.728249
az,2014,2,female,87.488441
ar,2001,2,female,84.542305
ar,2002,2,female,83.590752
ar,2003,2,female,84.869728
ar,2004,2,female,84.630531
ar,2005,2,female,85.380363
ar,2006,2,female,84.711334
ar,2007,2,female,84.798035
ar,2008,2,female,85.94931
ar,2009,2,female,85.905823
ar,2010,2,female,87.111427
ar,2011,2,female,85.042137
ar,2012,2,female,86.161453
ar,2013,2,female,84.798782
ar,2014,2,female,85.4814
ca,2001,2,female,83.100906
ca,2002,2,female,84.029579
ca,2003,2,female,83.767609
ca,2004,2,female,84.13916
ca,2005,2,female,84.198631
ca,2006,2,female,84.953522
ca,2007,2,female,85.410454
ca,2008,2,female,85.164902
ca,2009,2,female,85.584717
ca,2010,2,female,85.894165
ca,2011,2,female,86.320129
ca,2012,2,female,85.067284
ca,2013,2,female,85.378967
ca,2014,2,female,87.17321
co,2001,2,female,86.120941
co,2002,2,female,86.913307
co,2003,2,female,84.848763
co,2004,2,female,88.051582
co,2005,2,female,85.868805
co,2006,2,female,86.296043
co,2007,2,female,85.813248
co,2008,2,female,85.259201
co,2009,2,female,86.558525
co,2010,2,female,85.363876
co,2011,2,female,84.594086
co,2012,2,female,86.095497
co,2013,2,female,87.25705
co,2014,2,female,85.484634
ct,2001,2,female,81.691864
ct,2002,2,female,84.266693
ct,2003,2,female,81.816185
ct,2004,2,female,85.124908
ct,2005,2,female,84.556854
ct,2006,2,female,85.088165
ct,2007,2,female,85.466408
ct,2008,2,female,86.135559
ct,2009,2,female,85.062241
ct,2010,2,female,85.831985
ct,2011,2,female,84.409599
ct,2012,2,female,84.986382
ct,2013,2,female,87.162064
ct,2014,2,female,85.930115
de,2001,2,female,82.877274
de,2002,2,female,85.697769
de,2003,2,female,86.000343
de,2004,2,female,84.158562
de,2005,2,female,85.347069
de,2006,2,female,82.865814
de,2007,2,female,86.591644
de,2008,2,female,82.348419
de,2009,2,female,84.755333
de,2010,2,female,85.727043
de,2011,2,female,85.788269
de,2012,2,female,85.187042
de,2013,2,female,83.391022
de,2014,2,female,82.480461
dc,2001,2,female,82.197617
dc,2002,2,female,81.782867
dc,2003,2,female,78.371361
dc,2004,2,female,82.754936
dc,2005,2,female,82.114006
dc,2006,2,female,86.583626
dc,2007,2,female,80.824135
dc,2008,2,female,87.791603
dc,2009,2,female,85.887985
dc,2010,2,female,81.992455
dc,2011,2,female,80.506912
dc,2012,2,female,86.395409
dc,2013,2,female,83.657547
dc,2014,2,female,83.28508
fl,2001,2,female,85.395576
fl,2002,2,female,85.14666
fl,2003,2,female,84.308342
fl,2004,2,female,84.3592
fl,2005,2,female,85.747025
fl,2006,2,female,85.511353
fl,2007,2,female,85.509712
fl,2008,2,female,86.343887
fl,2009,2,female,85.91761
fl,2010,2,female,85.808624
fl,2011,2,female,85.904518
fl,2012,2,female,85.604607
fl,2013,2,female,84.638519
fl,2014,2,female,86.046112
ga,2001,2,female,83.908409
ga,2002,2,female,82.822899
ga,2003,2,female,82.4076
ga,2004,2,female,84.017609
ga,2005,2,female,83.632286
ga,2006,2,female,85.193207
ga,2007,2,female,86.95816
ga,2008,2,female,85.487709
ga,2009,2,female,85.351212
ga,2010,2,female,85.157982
ga,2011,2,female,86.301842
ga,2012,2,female,85.917297
ga,2013,2,female,84.735519
ga,2014,2,female,85.365204
hi,2001,2,female,84.710365
hi,2002,2,female,84.637489
hi,2003,2,female,85.194084
hi,2004,2,female,86.120895
hi,2005,2,female,82.502342
hi,2006,2,female,87.02224
hi,2007,2,female,87.880798
hi,2008,2,female,85.782814
hi,2009,2,female,89.220947
hi,2010,2,female,86.209702
hi,2011,2,female,90.647446
hi,2012,2,female,88.068062
hi,2013,2,female,87.044754
hi,2014,2,female,86.329491
id,2001,2,female,83.210869
id,2002,2,female,84.639534
id,2003,2,female,88.024864
id,2004,2,female,86.870621
id,2005,2,female,87.971619
id,2006,2,female,87.988846
id,2007,2,female,87.174294
id,2008,2,female,87.164391
id,2009,2,female,86.951538
id,2010,2,female,85.95771
id,2011,2,female,85.682564
id,2012,2,female,89.049324
id,2013,2,female,86.625481
id,2014,2,female,87.200897
il,2001,2,female,82.667458
il,2002,2,female,81.785606
il,2003,2,female,83.677055
il,2004,2,female,82.893112
il,2005,2,female,84.047867
il,2006,2,female,84.020294
il,2007,2,female,84.219482
il,2008,2,female,84.167145
il,2009,2,female,84.478287
il,2010,2,female,85.15033
il,2011,2,female,84.911331
il,2012,2,female,85.282265
il,2013,2,female,84.939552
il,2014,2,female,85.180397
in,2001,2,female,82.373398
in,2002,2,female,84.47506
in,2003,2,female,84.005341
in,2004,2,female,84.473686
in,2005,2,female,85.587738
in,2006,2,female,84.278122
in,2007,2,female,84.687775
in,2008,2,female,84.920082
in,2009,2,female,85.24173
in,2010,2,female,86.140945
in,2011,2,female,84.309029
in,2012,2,female,84.642471
in,2013,2,female,84.2379
in,2014,2,female,85.573563
ia,2001,2,female,84.377525
ia,2002,2,female,82.890823
ia,2003,2,female,84.459732
ia,2004,2,female,84.973961
ia,2005,2,female,86.019096
ia,2006,2,female,85.023903
ia,2007,2,female,84.35791
ia,2008,2,female,85.967949
ia,2009,2,female,86.197197
ia,2010,2,female,85.578377
ia,2011,2,female,87.147583
ia,2012,2,female,83.366493
ia,2013,2,female,85.619507
ia,2014,2,female,85.821655
ks,2001,2,female,80.823402
ks,2002,2,female,84.449448
ks,2003,2,female,84.154541
ks,2004,2,female,84.446533
ks,2005,2,female,84.081589
ks,2006,2,female,86.094139
ks,2007,2,female,85.077972
ks,2008,2,female,84.715591
ks,2009,2,female,86.114296
ks,2010,2,female,86.350327
ks,2011,2,female,86.973869
ks,2012,2,female,86.17247
ks,2013,2,female,87.49015
ks,2014,2,female,85.316811
ky,2001,2,female,84.103172
ky,2002,2,female,84.186699
ky,2003,2,female,84.856064
ky,2004,2,female,84.166344
ky,2005,2,female,84.144699
ky,2006,2,female,85.308311
ky,2007,2,female,85.38868
ky,2008,2,female,86.704498
ky,2009,2,female,84.930382
ky,2010,2,female,84.285286
ky,2011,2,female,85.515228
ky,2012,2,female,85.169701
ky,2013,2,female,85.405807
ky,2014,2,female,84.393982
la,2001,2,female,83.733925
la,2002,2,female,82.854515
la,2003,2,female,83.279251
la,2004,2,female,82.994316
la,2005,2,female,84.482712
la,2006,2,female,83.660431
la,2007,2,female,84.764206
la,2008,2,female,85.905991
la,2009,2,female,86.368484
la,2010,2,female,86.948051
la,2011,2,female,86.168022
la,2012,2,female,85.586479
la,2013,2,female,84.525497
la,2014,2,female,84.000534
me,2001,2,female,85.150146
me,2002,2,female,84.810127
me,2003,2,female,81.632103
me,2004,2,female,84.247475
me,2005,2,female,83.939621
me,2006,2,female,87.854042
me,2007,2,female,86.920219
me,2008,2,female,87.453316
me,2009,2,female,87.091393
me,2010,2,female,86.385117
me,2011,2,female,86.193054
me,2012,2,female,87.196571
me,2013,2,female,87.37986
me,2014,2,female,86.712326
md,2001,2,female,81.607605
md,2002,2,female,82.743217
md,2003,2,female,83.017776
md,2004,2,female,83.237213
md,2005,2,female,83.146317
md,2006,2,female,84.946373
md,2007,2,female,83.462334
md,2008,2,female,84.189499
md,2009,2,female,83.252892
md,2010,2,female,85.512421
md,2011,2,female,83.843178
md,2012,2,female,83.247772
md,2013,2,female,84.275505
md,2014,2,female,85.582405
ma,2001,2,female,83.716972
ma,2002,2,female,83.728676
ma,2003,2,female,83.421188
ma,2004,2,female,84.276794
ma,2005,2,female,82.932442
ma,2006,2,female,85.422234
ma,2007,2,female,86.807877
ma,2008,2,female,86.536194
ma,2009,2,female,83.737
ma,2010,2,female,84.320343
ma,2011,2,female,87.445877
ma,2012,2,female,87.055824
ma,2013,2,female,86.269608
ma,2014,2,female,87.922653
mi,2001,2,female,83.178734
mi,2002,2,female,82.948471
mi,2003,2,female,83.728851
mi,2004,2,female,84.706123
mi,2005,2,female,84.280876
mi,2006,2,female,83.008591
mi,2007,2,female,82.935539
mi,2008,2,female,84.619133
mi,2009,2,female,85.287582
mi,2010,2,female,85.74324
mi,2011,2,female,86.1847
mi,2012,2,female,85.199356
mi,2013,2,female,86.073952
mi,2014,2,female,86.379829
mn,2001,2,female,84.052963
mn,2002,2,female,84.093636
mn,2003,2,female,83.442207
mn,2004,2,female,84.634674
mn,2005,2,female,86.012222
mn,2006,2,female,85.24099
mn,2007,2,female,85.32486
mn,2008,2,female,87.40477
mn,2009,2,female,84.268639
mn,2010,2,female,86.8899
mn,2011,2,female,86.558189
mn,2012,2,female,86.750679
mn,2013,2,female,87.2808
mn,2014,2,female,86.637657
ms,2001,2,female,83.769638
ms,2002,2,female,84.176414
ms,2003,2,female,85.566704
ms,2004,2,female,84.148354
ms,2005,2,female,82.503189
ms,2006,2,female,83.994865
ms,2007,2,female,83.611526
ms,2008,2,female,83.738182
ms,2009,2,female,83.397156
ms,2010,2,female,84.580032
ms,2011,2,female,85.366806
ms,2012,2,female,84.954109
ms,2013,2,female,85.00164
ms,2014,2,female,85.419807
mo,2001,2,female,83.162903
mo,2002,2,female,84.642738
mo,2003,2,female,85.263969
mo,2004,2,female,83.929466
mo,2005,2,female,85.302658
mo,2006,2,female,84.941208
mo,2007,2,female,86.587158
mo,2008,2,female,85.846077
mo,2009,2,female,82.351959
mo,2010,2,female,85.898659
mo,2011,2,female,85.921669
mo,2012,2,female,84.92411
mo,2013,2,female,85.024261
mo,2014,2,female,85.273003
mt,2001,2,female,84.643425
mt,2002,2,female,81.607559
mt,2003,2,female,88.750565
mt,2004,2,female,89.760902
mt,2005,2,female,85.867165
mt,2006,2,female,86.366615
mt,2007,2,female,88.145447
mt,2008,2,female,83.294037
mt,2009,2,female,85.855278
mt,2010,2,female,89.565987
mt,2011,2,female,88.510063
mt,2012,2,female,89.042542
mt,2013,2,female,85.484978
mt,2014,2,female,88.210083
ne,2001,2,female,86.479599
ne,2002,2,female,84.849968
ne,2003,2,female,80.116837
ne,2004,2,female,83.584114
ne,2005,2,female,84.427139
ne,2006,2,female,84.470047
ne,2007,2,female,85.566093
ne,2008,2,female,85.736969
ne,2009,2,female,87.701286
ne,2010,2,female,87.200684
ne,2011,2,female,88.194794
ne,2012,2,female,86.599373
ne,2013,2,female,85.605408
ne,2014,2,female,86.535156
nv,2001,2,female,81.942604
nv,2002,2,female,83.675812
nv,2003,2,female,83.630104
nv,2004,2,female,79.719727
nv,2005,2,female,82.394196
nv,2006,2,female,85.273232
nv,2007,2,female,84.08065
nv,2008,2,female,85.239441
nv,2009,2,female,82.255516
nv,2010,2,female,84.290337
nv,2011,2,female,83.718567
nv,2012,2,female,86.003265
nv,2013,2,female,84.343651
nv,2014,2,female,84.620056
nh,2001,2,female,84.725029
nh,2002,2,female,83.494301
nh,2003,2,female,85.359695
nh,2004,2,female,84.781273
nh,2005,2,female,83.731796
nh,2006,2,female,85.581085
nh,2007,2,female,86.967628
nh,2008,2,female,85.320168
nh,2009,2,female,87.134735
nh,2010,2,female,83.316589
nh,2011,2,female,87.752739
nh,2012,2,female,87.092018
nh,2013,2,female,84.406494
nh,2014,2,female,85.229324
nj,2001,2,female,83.429893
nj,2002,2,female,84.069931
nj,2003,2,female,83.268005
nj,2004,2,female,83.930611
nj,2005,2,female,83.682823
nj,2006,2,female,85.455589
nj,2007,2,female,83.741295
nj,2008,2,female,85.189484
nj,2009,2,female,85.483955
nj,2010,2,female,83.840065
nj,2011,2,female,85.24588
nj,2012,2,female,85.492981
nj,2013,2,female,85.630417
nj,2014,2,female,85.676529
nm,2001,2,female,84.807701
nm,2002,2,female,84.553307
nm,2003,2,female,81.564186
nm,2004,2,female,85.534073
nm,2005,2,female,86.086929
nm,2006,2,female,85.518646
nm,2007,2,female,85.568649
nm,2008,2,female,86.324097
nm,2009,2,female,87.982735
nm,2010,2,female,88.797318
nm,2011,2,female,87.564545
nm,2012,2,female,87.989861
nm,2013,2,female,85.321671
nm,2014,2,female,87.924019
ny,2001,2,female,84.029228
ny,2002,2,female,83.82019
ny,2003,2,female,83.512634
ny,2004,2,female,83.589531
ny,2005,2,female,84.02935
ny,2006,2,female,84.595039
ny,2007,2,female,84.803505
ny,2008,2,female,85.385033
ny,2009,2,female,86.087257
ny,2010,2,female,85.335503
ny,2011,2,female,85.81488
ny,2012,2,female,86.3535
ny,2013,2,female,85.436592
